경쟁자 수,교통 수,인허가 폐업,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종비율
46,79,216,974,18323.99703,4,0.895454545
46,79,216,861,18323.99703,4,0.895454545
46,79,216,609,18323.99703,4,0.895454545
187,109,656,644,17767.94461,12,0.853102907
224,105,827,2463,17767.94461,17,0.863247863
164,94,695,664,23667.05304,10,0.884262526
96,69,490,1068,22158.3917,10,0.898947368
356,140,2188,543,25660.57992,33,0.908974687
162,57,704,1521,11903.34553,8,0.861774744
73,82,485,423,18280.3043,7,0.919247788
82,114,408,1555,21161.56927,6,0.891963109
67,78,449,653,22831.5909,6,0.918292683
92,38,365,1901,25473.53184,7,0.898342541
133,58,521,3583,63564.3509,8,0.899546828
105,42,435,2282,63564.3509,8,0.902052239
133,58,521,1552,63564.3509,8,0.899546828
174,70,760,1754,37997.64822,13,0.882511816
239,73,1268,1203,44202.78123,17,0.89898563
221,103,978,586,22618.54494,19,0.895803866
66,56,166,2193,19795.33566,8,0.868525896
79,59,175,665,19795.33566,9,0.854779412
79,56,192,836,19795.33566,14,0.860915493
139,56,591,855,10415.33542,7,0.855057351
138,52,575,1127,10415.33542,6,0.852248394
140,52,582,1128,10415.33542,6,0.851694915
140,52,582,820,10415.33542,6,0.851694915
304,71,822,866,14060.3669,29,0.867768595
31,37,144,3342,36692.49498,0,0.886446886
35,38,146,2260,36692.49498,0,0.880952381
152,102,806,857,27908.211,10,0.896528251
105,136,519,1453,25895.42956,17,0.91025641
150,95,747,930,27908.211,8,0.888143177
165,99,806,1584,27908.211,10,0.887525562
208,84,1125,2665,26266.09208,10,0.901046622
135,70,744,531,26266.09208,5,0.906574394
174,56,836,777,23320.92604,15,0.894481504
170,59,814,975,23320.92604,13,0.892541087
139,59,770,803,44202.78123,14,0.902661064
237,81,1322,893,23624.75283,24,0.902428983
277,94,1576,784,23624.75283,22,0.906133514
276,96,1557,1030,23624.75283,25,0.905705501
270,103,1495,2302,23624.75283,25,0.904289259
265,97,1465,1909,23624.75283,25,0.903284672
267,93,1487,2672,23624.75283,21,0.904676901
267,93,1487,1321,23624.75283,21,0.904676901
283,84,1594,2127,23624.75283,18,0.905980066
270,103,1495,1229,23624.75283,25,0.904289259
164,88,880,816,26266.09208,9,0.902322811
212,66,937,564,55277.9273,10,0.886327078
159,57,616,198,55277.9273,7,0.869028007
189,88,974,642,55277.9273,10,0.899092365
171,75,816,1163,55277.9273,8,0.893524284
185,92,955,1439,55277.9273,10,0.898851832
166,115,843,708,26011.7297,11,0.90546697
186,111,792,418,26011.7297,10,0.887816647
193,122,944,738,11347.81163,13,0.902819738
193,122,944,1235,11347.81163,13,0.902819738
157,130,745,612,11347.81163,15,0.896164021
170,119,851,1332,11347.81163,15,0.905607996
170,119,851,371,11347.81163,15,0.905607996
174,96,695,1399,23076.62305,7,0.875536481
169,97,684,500,23076.62305,7,0.876552228
177,107,699,1115,25681.43861,8,0.87311828
168,94,661,372,25681.43861,6,0.872534143
225,118,955,1587,15632.00087,10,0.889380531
194,121,862,1763,15632.00087,10,0.894679696
235,117,1017,945,15632.00087,14,0.889774859
93,99,526,1929,14918.87422,10,0.921651222
98,115,522,2656,26470.52405,10,0.917854149
111,113,577,3252,26470.52405,17,0.914746544
93,85,565,1491,43038.28137,13,0.923895254
107,81,600,673,43038.28137,13,0.91781874
225,110,807,2106,9454.241349,15,0.884792627
238,97,803,688,9454.241349,16,0.87912646
227,107,752,870,9397.051812,16,0.876697447
223,105,751,1362,9397.051812,16,0.878738445
124,96,743,927,24802.59456,18,0.913407821
64,128,368,635,18657.88758,5,0.894736842
83,91,358,273,34226.22895,9,0.894803549
214,107,993,1139,17671.14532,15,0.900186567
349,59,1695,79,49387.2863,104,0.896745562
389,90,2099,3331,134994.9088,202,0.908470588
335,49,2149,1286,52943.28146,209,0.922453704
327,95,1108,927,30211.60385,15,0.851025057
332,84,1129,1529,30211.60385,15,0.849296414
361,86,1206,1789,30211.60385,17,0.846513605
306,86,1053,646,30211.60385,16,0.853378055
293,91,1039,3207,30211.60385,17,0.857073171
306,86,1053,716,30211.60385,16,0.853378055
325,82,1110,959,30211.60385,16,0.851190476
310,82,1059,432,30211.60385,16,0.852451214
357,88,1207,2216,30211.60385,17,0.847890925
229,61,1106,1301,30883.73348,28,0.901462995
201,87,731,540,42649.78768,10,0.880994671
151,82,576,1279,42649.78768,5,0.885519333
232,97,807,1638,42649.78768,10,0.878087231
223,94,780,1485,42649.78768,9,0.878407852
177,65,869,895,44202.78123,14,0.888116308
153,59,832,1074,44202.78123,14,0.897795591
152,59,826,1297,44202.78123,14,0.897297297
144,58,763,1182,44202.78123,13,0.895727734
229,80,1034,1097,26737.12397,11,0.886465047
144,98,728,1247,10936.29824,8,0.890160183
189,96,1051,2952,34321.39937,9,0.903126602
220,54,709,622,33820.49488,5,0.814970563
220,49,721,435,33820.49488,5,0.818631492
221,56,748,2724,33820.49488,3,0.825572218
219,51,709,1504,33820.49488,5,0.815966387
223,53,723,3974,33820.49488,6,0.817810458
221,57,720,1291,33820.49488,7,0.818405916
220,51,713,1033,33820.49488,5,0.816513761
223,51,721,653,33820.49488,6,0.817213115
218,52,699,1251,33820.49488,5,0.813675214
221,55,719,2862,33820.49488,7,0.818106996
220,53,710,715,33820.49488,5,0.815281276
229,58,746,1312,33820.49488,8,0.819826908
222,53,723,311,33820.49488,5,0.817883511
167,60,722,1548,37997.64822,11,0.884108258
198,86,998,2686,33136.1241,30,0.902318698
282,101,1067,763,42649.78768,19,0.885412434
307,88,772,626,27829.2449,25,0.873088053
144,125,662,707,19015.55315,11,0.894350697
136,131,649,656,19015.55315,11,0.901520637
144,106,336,3071,21120.45679,41,0.868372943
125,87,290,2385,29101.06209,43,0.863387978
290,66,1813,503,52943.28146,104,0.921066957
290,66,1813,575,52943.28146,104,0.921066957
290,66,1813,1405,52943.28146,104,0.921066957
100,78,366,3163,36724.34332,12,0.886104784
186,112,960,547,34152.22118,22,0.905295316
78,110,328,2903,86021.11043,98,0.924198251
365,138,1133,2561,40268.92265,44,0.88379497
377,135,1257,5160,40268.92265,68,0.889377934
258,143,995,7569,86021.11043,133,0.908413206
187,136,725,5337,86021.11043,117,0.910824988
187,136,725,3698,86021.11043,117,0.910824988
187,136,725,9441,86021.11043,117,0.910824988
217,123,1272,1495,92063.85439,14,0.910330579
436,81,2252,2383,134994.9088,156,0.904574305
437,87,2306,1404,134994.9088,154,0.906723586
416,79,2031,1786,134994.9088,116,0.899855561
437,87,2306,683,134994.9088,154,0.906723586
379,62,1854,3576,58126.24751,48,0.901276374
116,72,303,1741,23158.27997,13,0.873362445
110,71,287,685,23158.27997,14,0.873708381
110,59,333,1251,23722.84324,11,0.892156863
247,70,1393,1763,34659.66472,118,0.907594463
246,67,1368,2062,34659.66472,113,0.90617849
252,69,1406,1783,34659.66472,117,0.906804734
223,59,1343,1497,34659.66472,93,0.914197768
99,109,543,1226,26470.52405,10,0.919773096
98,110,526,1216,26470.52405,10,0.918401332
93,89,272,1433,16595.98649,14,0.891100703
74,74,229,1710,15798.86142,11,0.890855457
60,62,172,1600,19795.33566,9,0.886792453
65,54,172,1620,19795.33566,9,0.874759152
51,61,146,1224,19795.33566,9,0.883027523
294,77,1625,9446,34163.0791,122,0.904483431
288,73,1218,2194,53812.22095,29,0.879648976
245,80,1113,2408,57490.43826,23,0.89254386
178,65,920,998,57490.43826,21,0.904863709
193,75,984,1439,57490.43826,22,0.904123199
178,65,920,466,57490.43826,21,0.904863709
285,85,1233,1439,34604.20073,31,0.886318309
40,39,157,852,60829.6861,6,0.883381924
40,39,157,2400,60829.6861,6,0.883381924
38,34,151,1747,60829.6861,6,0.886904762
36,30,133,484,60829.6861,5,0.880398671
34,34,130,2767,60829.6861,6,0.88028169
88,54,223,1776,23158.27997,14,0.869436202
213,107,1182,1026,20675.0014,7,0.906332454
268,122,1060,1740,51885.59884,129,0.910307898
268,122,1060,3650,51885.59884,129,0.910307898
107,72,708,1539,33995.93147,10,0.920974889
109,77,719,854,27888.34453,7,0.920957215
183,74,874,2232,20092.47001,15,0.898163606
136,47,650,2549,46896.40678,12,0.902368988
162,56,813,1580,46896.40678,12,0.903914591
162,56,813,515,46896.40678,12,0.903914591
89,53,391,759,15749.29261,4,0.875698324
438,113,2288,4001,53812.22095,189,0.900994575
438,112,2265,1193,53812.22095,168,0.900770276
436,111,2227,426,53812.22095,166,0.899144113
438,112,2265,821,53812.22095,168,0.900770276
443,107,2382,4222,49722.93653,199,0.901752051
366,112,1972,1260,49722.93653,187,0.900786121
410,104,2215,4543,49722.93653,190,0.900798451
410,104,2215,3670,49722.93653,190,0.900798451
432,110,2352,8465,49722.93653,201,0.904318937
443,108,2405,3827,49722.93653,199,0.902508803
434,109,2258,3029,134994.9088,160,0.902515723
464,103,2592,243,134994.9088,201,0.908245996
436,101,2229,3483,134994.9088,161,0.90070599
476,102,2487,1289,134994.9088,184,0.903448276
447,114,2316,2197,134994.9088,166,0.901887621
449,108,2414,560,134994.9088,182,0.905354132
449,108,2414,546,134994.9088,182,0.905354132
445,108,2364,757,134994.9088,172,0.904136148
134,82,490,1746,60114.13685,16,0.884978541
363,65,1841,643,58126.24751,49,0.904498816
162,122,598,859,86021.11043,87,0.910199557
213,126,660,2862,86021.11043,94,0.894029851
205,74,1181,4918,58982.69862,46,0.912579957
252,75,1440,2871,42858.54149,57,0.912378303
233,75,1395,1307,42858.54149,56,0.916427547
329,80,1705,6373,49884.88825,56,0.902892562
290,65,1293,9936,52943.28146,72,0.888675624
233,66,1120,1262,42858.54149,65,0.892079667
230,55,1346,2157,18597.21201,185,0.91433892
225,52,1413,2447,34659.66472,98,0.919499106
212,46,1302,2021,34659.66472,89,0.917445483
253,62,1421,4458,34659.66472,97,0.908166969
263,52,1524,1488,49387.2863,137,0.913000331
271,53,1628,1617,49387.2863,213,0.916409624
280,55,1682,9666,49387.2863,212,0.917695473
142,79,416,1598,20821.24615,16,0.876198779
140,93,669,2295,27406.91783,12,0.893617021
332,66,1695,5924,134994.9088,70,0.900360144
144,61,867,1623,58982.69862,36,0.916376307
278,140,785,922,10053.93561,27,0.876389506
255,122,1676,967,48294.13887,19,0.925872093
258,129,1666,3448,48294.13887,20,0.924184543
97,78,572,1890,41819.70572,8,0.927557879
182,86,913,3363,75810.43776,27,0.903652726
126,72,632,1478,75810.43776,17,0.907352941
177,89,905,766,75810.43776,28,0.90565032
235,98,832,539,26371.33594,16,0.875595553
246,100,883,1706,26371.33594,19,0.878398418
222,106,799,567,26371.33594,16,0.881283422
77,92,275,2131,14380.88502,12,0.906779661
79,94,270,2799,16595.98649,12,0.904819277
96,87,285,1421,15798.86142,15,0.892255892
94,91,284,1433,15798.86142,15,0.894024803
316,57,1788,646,49387.2863,124,0.909894497
282,96,1507,1355,55277.9273,19,0.901398601
222,93,818,1418,32208.65205,21,0.868014269
253,106,971,1611,32208.65205,22,0.871638762
248,104,967,1063,32208.65205,21,0.874873865
257,103,986,1393,32208.65205,21,0.871371371
206,95,782,974,47945.47016,20,0.871731009
210,93,795,1257,47945.47016,20,0.871794872
176,94,740,5050,47945.47016,20,0.883674818
206,95,782,835,47945.47016,20,0.871731009
183,95,457,749,8553.058892,34,0.860305344
195,96,510,449,8553.058892,36,0.864864865
167,116,620,575,41420.82633,7,0.870642912
31,64,210,2843,35286.78995,3,0.93231441
137,38,598,1036,24590.48557,3,0.887888707
162,43,576,681,24590.48557,5,0.856763926
162,43,576,1974,24590.48557,5,0.856763926
198,74,718,1291,17751.98874,7,0.87372449
191,69,706,478,17751.98874,7,0.876455369
198,74,718,341,17751.98874,7,0.87372449
110,129,352,1903,15454.65234,30,0.896226415
115,62,345,2446,20558.81827,5,0.830882353
241,97,845,1353,26371.33594,17,0.876092545
154,90,849,1141,75810.43776,37,0.909144543
154,90,849,1087,75810.43776,37,0.909144543
146,121,325,1133,86021.11043,43,0.884402217
92,75,277,814,16218.85574,8,0.807933194
346,141,1239,1443,40268.92265,92,0.89781453
143,67,649,2886,37997.64822,10,0.8856
287,83,1623,4808,34163.0791,140,0.905932481
290,81,1641,4210,34163.0791,135,0.908459596
292,138,1108,1118,51885.59884,132,0.906887755
299,140,1119,3589,51885.59884,126,0.904533844
338,133,1195,4330,51885.59884,124,0.899434692
280,108,1166,321,42649.78768,16,0.891472868
280,108,1166,487,42649.78768,16,0.891472868
357,77,1832,6775,49884.88825,52,0.9013267
350,75,1817,3442,58126.24751,45,0.905328645
350,75,1817,4189,58126.24751,45,0.905328645
343,75,1853,6651,58126.24751,53,0.907522243
347,76,1799,3070,58126.24751,47,0.90596206
273,103,707,11397,27829.2449,32,0.869190225
279,100,754,1403,27829.2449,30,0.871959615
286,102,744,510,27829.2449,32,0.869465997
278,100,752,2859,27829.2449,30,0.872301332
292,93,780,1842,27829.2449,30,0.868290483
284,105,753,1604,27829.2449,33,0.871956718
311,90,828,1490,22107.5451,30,0.865774709
253,97,798,650,9454.241349,18,0.876404494
291,97,892,382,22107.5451,25,0.872703412
159,64,923,2162,58982.69862,38,0.913914456
236,87,1050,1453,60114.13685,17,0.895528995
224,70,957,1046,60114.13685,20,0.893687708
230,93,1026,2161,60114.13685,16,0.894736842
258,86,1078,1819,60114.13685,16,0.891185154
239,88,1053,251,60114.13685,17,0.894760018
224,70,957,2049,60114.13685,20,0.893687708
456,122,1428,1875,51885.59884,87,0.88667992
459,111,1431,1856,51885.59884,84,0.885077616
231,94,1318,2057,28933.52476,10,0.913741598
214,106,1303,1029,28933.52476,10,0.918538257
349,101,1870,635,49722.93653,189,0.90188361
334,77,1847,1063,34163.0791,146,0.905809363
330,79,1830,1562,34163.0791,138,0.90675332
300,105,1641,717,34163.0791,175,0.903567985
339,76,1895,1271,49387.2863,153,0.908353609
379,77,2088,1409,49387.2863,157,0.906879607
343,74,1934,770,49387.2863,153,0.908703753
345,80,1889,1001,49387.2863,149,0.905271829
402,91,2229,1155,134994.9088,195,0.907437255
404,97,2198,616,134994.9088,206,0.904941176
370,124,1247,342,35105.88129,55,0.889979185
287,105,914,5618,35105.88129,25,0.883048085
275,71,764,2013,14060.3669,29,0.8761819
328,54,888,501,13854.49042,42,0.874904653
337,73,848,191,13854.49042,32,0.872396819
333,56,896,1759,13854.49042,43,0.876346082
380,88,1109,1273,13854.49042,65,0.883507051
352,61,1017,1005,13854.49042,61,0.880515954
287,55,748,2111,13854.49042,31,0.874288217
349,98,889,2061,27829.2449,42,0.877199156
137,96,623,1609,33390.6679,13,0.903180212
137,96,623,2058,33390.6679,13,0.903180212
176,75,961,1638,30713.91024,14,0.904295813
196,77,1012,1679,30713.91024,14,0.898340249
93,74,304,6198,29101.06209,42,0.885043263
413,131,1402,5446,40268.92265,84,0.891229918
372,139,1307,2956,40268.92265,94,0.895593601
367,139,1302,2951,40268.92265,97,0.896444695
355,151,2605,2048,92063.85439,24,0.924931275
345,157,2316,2599,92063.85439,31,0.921662125
346,150,2543,485,92063.85439,24,0.924089513
294,133,2005,3480,92063.85439,25,0.923377639
352,151,2587,136,92063.85439,25,0.925010652
340,149,2437,3140,92063.85439,23,0.921785139
348,158,2594,725,92063.85439,24,0.925704526
364,152,2406,4237,92063.85439,35,0.919361985
283,144,2023,770,92063.85439,21,0.924673942
338,136,2379,9535,92063.85439,19,0.920113448
349,133,2491,2261,92063.85439,18,0.923498466
337,131,2389,598,92063.85439,19,0.92064987
339,139,2462,793,92063.85439,20,0.923871547
373,156,2430,2754,92063.85439,34,0.918558952
349,154,2561,1399,92063.85439,24,0.924097434
156,45,1378,779,53069.27567,211,0.942136499
167,50,1456,1043,53069.27567,306,0.9414446
241,53,1470,2039,18597.21201,223,0.918221921
381,77,1998,1377,134994.9088,182,0.905529383
429,89,2237,1835,134994.9088,170,0.90473018
419,85,2178,1817,134994.9088,160,0.904988662
436,92,2225,1193,134994.9088,179,0.903154154
456,101,2392,2513,134994.9088,176,0.905098855
339,71,1849,1514,134994.9088,71,0.907830343
336,70,1796,688,134994.9088,71,0.904734902
445,102,2440,4904,134994.9088,183,0.909128038
370,68,1935,6230,58126.24751,71,0.904516129
123,88,605,1749,43038.28137,15,0.910087719
122,85,605,474,43038.28137,14,0.911785973
123,85,610,1116,43038.28137,13,0.911510791
129,135,515,2195,32112.02428,63,0.915851272
118,110,477,854,13865.29669,13,0.893115942
140,108,516,909,63564.3509,15,0.885527392
118,99,453,746,63564.3509,9,0.881881882
117,103,456,486,63564.3509,10,0.88484252
124,96,476,1540,63564.3509,10,0.882129278
340,80,1689,3211,49884.88825,53,0.899229401
270,72,1401,2402,58872.21116,53,0.905495275
99,39,745,2018,19674.05146,12,0.929936306
112,64,857,171,33995.93147,10,0.931582162
120,49,890,621,33995.93147,13,0.927667269
95,37,477,1702,46896.40678,7,0.912923923
101,49,498,2219,46896.40678,7,0.910856134
96,59,489,1176,46896.40678,7,0.911520737
101,49,498,1999,46896.40678,7,0.910856134
123,61,567,1277,31939.77031,9,0.900162338
116,50,469,1658,63564.3509,9,0.904761905
115,50,454,2351,63564.3509,11,0.902459712
122,51,480,1294,63564.3509,8,0.903633491
122,51,480,1294,63564.3509,8,0.903633491
110,50,446,2358,63564.3509,9,0.901785714
110,50,446,2297,63564.3509,9,0.901785714
122,51,480,1764,63564.3509,8,0.903633491
126,60,491,608,63564.3509,10,0.90102121
430,104,1345,3080,51885.59884,80,0.887552301
420,109,1325,2484,51885.59884,87,0.889647924
411,94,1251,1656,51885.59884,74,0.88493841
409,71,1223,4606,13854.49042,69,0.880931587
402,90,1212,1622,13854.49042,75,0.883982684
408,102,1240,2140,24090.92045,76,0.886792453
221,129,929,1267,17389.64383,20,0.88590604
205,118,822,3368,37557.40959,24,0.869343531
214,122,844,996,37557.40959,23,0.871702638
207,110,962,1425,28753.57343,11,0.897928994
197,104,915,1520,28753.57343,17,0.900152053
224,115,1000,501,26011.7297,14,0.893939394
104,123,525,1112,25895.42956,15,0.911035073
91,121,488,1856,25895.42956,10,0.918677391
147,86,845,965,57490.43826,16,0.915759312
136,84,745,2958,29599.69657,15,0.912596401
343,76,1419,3211,49884.88825,38,0.878669968
341,76,1488,3532,49884.88825,41,0.886522463
331,80,1362,1618,58126.24751,33,0.877949853
391,91,1673,1469,53812.22095,53,0.881980078
396,92,1734,867,53812.22095,72,0.884581755
410,98,1898,1812,134994.9088,97,0.892726321
410,97,1887,1213,134994.9088,88,0.891906143
402,97,1906,1514,134994.9088,121,0.893425239
208,100,790,1936,27016.92851,12,0.882882883
210,99,799,1438,27016.92851,12,0.883138564
204,100,697,745,27016.92851,11,0.868046572
168,75,649,1140,40993.88901,15,0.90438247
155,76,588,1363,40993.88901,16,0.906060606
172,72,657,1136,28056.87549,14,0.905181918
119,166,757,2706,22681.831,14,0.927791262
94,49,292,1201,36488.39097,17,0.820610687
191,86,713,730,26986.96295,10,0.851708075
127,48,742,525,25722.93911,8,0.906617647
116,47,699,850,25722.93911,7,0.909304144
156,50,851,962,25722.93911,7,0.901886792
111,40,642,2331,25722.93911,5,0.906408094
112,96,618,1355,44660.5002,7,0.917098446
325,73,1328,1206,49884.88825,30,0.878003003
320,133,2318,1645,92063.85439,18,0.925771283
336,130,2406,5434,92063.85439,20,0.923792243
309,127,2122,1378,92063.85439,19,0.922942643
268,128,1977,2389,92063.85439,18,0.927801724
195,61,751,2507,23078.81627,17,0.887672811
204,94,859,416,22618.54494,17,0.895223421
215,92,870,366,22618.54494,18,0.890025575
215,92,870,689,22618.54494,18,0.890025575
205,77,820,1213,22618.54494,16,0.889308855
188,65,758,1012,118938.5837,13,0.903983657
188,65,758,2120,118938.5837,13,0.903983657
194,70,779,2396,118938.5837,13,0.903145282
189,57,759,680,118938.5837,15,0.903914591
189,57,759,709,118938.5837,15,0.903914591
151,78,841,209,42482.92615,9,0.910966981
216,60,1014,3061,30883.73348,16,0.899065421
204,60,978,1148,30883.73348,17,0.902017291
255,53,1199,572,27768.72215,24,0.896802914
130,92,667,1531,33390.6679,15,0.904552129
134,66,673,1132,15474.29086,8,0.888704319
99,67,611,514,34851.63155,10,0.907303371
91,59,431,2024,34851.63155,9,0.891148325
349,72,1854,1032,58126.24751,58,0.907156159
339,77,1788,3212,58126.24751,52,0.904962153
105,103,659,446,21563.97656,16,0.923189466
105,103,659,6083,21563.97656,16,0.923189466
120,88,752,6232,19040.65528,15,0.922330097
105,73,704,1253,19040.65528,15,0.927436075
111,78,722,2810,19040.65528,16,0.924643585
246,56,1741,1550,52943.28146,297,0.929127053
193,51,1551,2422,53069.27567,276,0.936804191
222,54,1627,785,53069.27567,312,0.930429332
202,53,1600,11172,49970.30897,231,0.935893367
227,50,1717,3177,49970.30897,203,0.932460577
176,96,955,4432,75810.43776,35,0.909511568
187,108,975,4064,75810.43776,38,0.906453227
182,101,934,2280,75810.43776,38,0.904662127
236,59,776,839,33820.49488,7,0.821347464
236,58,776,778,33820.49488,7,0.821752266
105,42,403,2449,118938.5837,13,0.905063291
86,37,339,1271,118938.5837,13,0.908413206
111,46,429,1913,118938.5837,13,0.905128205
62,61,324,2271,33645.9877,8,0.909883721
246,47,1643,1450,18597.21201,282,0.924493554
240,43,1657,3665,18597.21201,276,0.925948781
312,53,1908,1021,49387.2863,278,0.919794344
225,138,1483,1590,72929.04225,20,0.917340191
227,117,1318,1099,34321.39937,15,0.906391753
174,122,1168,3428,34321.39937,16,0.920909091
185,131,1263,1711,34321.39937,17,0.922105263
191,59,978,2390,23320.92604,15,0.896082699
216,70,1101,973,23320.92604,17,0.895752896
200,75,1071,5092,42858.54149,70,0.90300679
235,72,1392,844,42858.54149,58,0.914576518
129,62,741,1997,37988.80625,12,0.90542522
162,72,873,840,30970.59425,14,0.901098901
224,115,943,1134,27511.30988,8,0.875278396
77,64,222,2093,31098.29863,8,0.893203883
229,83,998,1482,20626.42224,15,0.881100727
244,78,1056,531,20626.42224,14,0.881897386
228,82,997,822,20626.42224,14,0.881742739
248,74,1082,625,20626.42224,14,0.882908404
246,73,1084,791,23937.25458,13,0.885368127
284,109,2102,2134,25660.57992,17,0.922383165
305,121,2203,3511,25660.57992,18,0.921107087
232,122,1524,2146,92063.85439,19,0.919444444
295,140,1890,3933,92063.85439,24,0.918844567
269,125,1793,1314,92063.85439,21,0.919916642
286,126,1878,680,92063.85439,25,0.91898017
117,104,840,847,18817.68998,12,0.928788801
139,113,919,943,18817.68998,6,0.92269188
116,102,835,1160,18817.68998,12,0.929051988
166,94,884,659,75810.43776,37,0.90663667
239,48,926,1250,30883.73348,9,0.870038064
241,51,972,2602,27768.72215,10,0.877602844
159,86,869,773,57490.43826,12,0.911173184
161,86,877,1535,57490.43826,10,0.910456062
305,95,2072,1450,92063.85439,15,0.918839808
286,97,2032,2407,26465.70576,14,0.92179382
277,79,1953,224,26465.70576,12,0.92067583
340,80,1666,642,134994.9088,60,0.900874636
317,59,1435,1101,58126.24751,28,0.89333782
356,90,1613,1514,34604.20073,56,0.893826424
266,90,1282,2201,23689.09175,30,0.885983712
208,102,876,1548,25603.0493,19,0.891042431
203,100,866,2738,25603.0493,20,0.893494229
200,90,792,668,31575.54927,18,0.877526026
177,89,759,841,31575.54927,13,0.885510996
343,72,1707,462,52943.28146,110,0.898159145
333,65,1510,3587,52943.28146,91,0.888814691
329,63,1480,1386,52943.28146,89,0.88736734
361,84,1912,1271,134994.9088,178,0.905149764
95,78,705,2771,42257.62962,12,0.939835339
86,83,643,1747,55247.40565,10,0.940277778
74,78,573,3213,35286.78995,10,0.946647441
78,80,592,1854,35286.78995,10,0.944325482
71,81,547,1205,35286.78995,10,0.946856287
359,98,1272,648,21672.99278,13,0.859215686
351,94,1250,1848,21672.99278,13,0.859824281
335,101,1127,685,30211.60385,15,0.850379634
350,98,1247,2358,30211.60385,14,0.859494179
358,92,1238,3795,30211.60385,15,0.853817885
204,66,618,438,31139.66985,25,0.835084883
204,66,618,2179,31139.66985,25,0.835084883
176,65,459,1313,58872.21116,23,0.807860262
176,65,459,2140,58872.21116,23,0.807860262
176,65,459,894,58872.21116,23,0.807860262
92,54,556,2413,42482.92615,3,0.916058394
91,49,515,1825,42482.92615,3,0.909722222
99,51,574,1170,42482.92615,2,0.911607143
322,135,1666,2694,64012.98508,37,0.894252874
307,132,1563,950,64012.98508,32,0.891519435
332,144,1789,1495,23689.09175,37,0.897213622
326,140,1710,1359,92063.85439,38,0.894430052
322,133,1804,2318,92063.85439,39,0.90367933
332,140,1834,3949,92063.85439,39,0.902266706
399,130,1387,5279,40268.92265,95,0.896228869
344,139,1259,1133,40268.92265,103,0.900750144
368,135,1333,527,40268.92265,113,0.900513652
368,135,1333,443,40268.92265,113,0.900513652
391,135,1369,199,40268.92265,95,0.896533474
394,133,1367,745,40268.92265,110,0.898243802
134,109,608,515,34991.12653,9,0.894654088
370,67,1930,3292,49387.2863,157,0.904244306
46,98,204,1940,6177.561535,87,0.921501706
440,99,1343,8415,51885.59884,75,0.883597884
429,93,1279,2884,51885.59884,67,0.878228782
456,97,1359,1987,51885.59884,73,0.880409127
435,81,1278,8868,51885.59884,70,0.881212452
452,104,1393,7124,51885.59884,76,0.884958005
121,102,948,1722,72929.04225,13,0.937305699
190,154,1339,5097,72929.04225,20,0.925954793
231,154,1602,1313,72929.04225,21,0.926713198
145,108,1004,1926,72929.04225,16,0.928711898
194,149,1405,1037,72929.04225,21,0.927988122
190,154,1339,1566,72929.04225,20,0.925954793
120,99,963,3007,72929.04225,14,0.938461538
190,154,1339,653,72929.04225,20,0.925954793
105,93,829,2282,72929.04225,12,0.94017094
224,139,1494,1167,72929.04225,22,0.92485743
115,80,720,1763,72929.04225,5,0.916666667
