경쟁자 수,교통 수,인허가 폐업,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종비율
139,81,729,1871,18042.05803,14,0.894135567
137,79,705,605,18042.05803,13,0.89187056
162,95,785,834,18042.05803,14,0.889344262
140,69,709,892,18042.05803,15,0.889937107
130,73,651,1210,12830.53078,16,0.89379085
133,72,657,2249,12830.53078,17,0.892220421
140,70,717,2348,12830.53078,17,0.895600298
120,73,533,886,12830.53078,9,0.886792453
122,72,544,1069,12830.53078,9,0.886932345
138,76,582,953,12830.53078,8,0.880519481
37,55,190,2427,37988.80625,2,0.87987013
147,57,817,737,37988.80625,9,0.908296943
118,81,608,1220,37988.80625,7,0.890942699
118,81,608,1219,37988.80625,7,0.890942699
51,80,258,1237,37988.80625,3,0.884353741
118,81,608,1063,37988.80625,7,0.890942699
52,83,262,1878,37988.80625,3,0.885714286
162,77,910,694,17427.77924,24,0.905041032
156,90,747,1269,17427.77924,13,0.888571429
83,58,346,725,17427.77924,8,0.871715611
101,88,487,1963,17427.77924,9,0.883774453
81,81,307,1094,20349.01489,6,0.866336634
108,88,497,1286,20349.01489,10,0.875144509
93,83,316,520,20349.01489,7,0.852146264
100,90,473,1187,20349.01489,11,0.880095923
68,41,229,1345,36488.39097,15,0.834146341
69,43,242,1229,36488.39097,17,0.842465753
173,86,970,1781,30970.59425,16,0.904788112
181,76,957,1985,30970.59425,18,0.89882616
145,105,810,975,30970.59425,11,0.908169728
63,54,362,1023,29256.84287,8,0.916111851
82,64,462,621,29256.84287,13,0.913043478
94,105,570,1104,21563.97656,14,0.92192691
104,104,637,1450,21563.97656,15,0.922272048
94,107,515,1370,42257.62962,17,0.911404336
91,113,515,1037,42257.62962,12,0.913825758
92,104,532,1675,42257.62962,15,0.9164396
89,72,556,758,24634.25263,15,0.926018288
94,69,477,774,19520.16563,15,0.901260504
92,65,460,1885,19520.16563,15,0.899782135
93,68,698,1121,19040.65528,12,0.933523946
93,69,680,4763,19040.65528,13,0.932997118
102,70,717,2007,19040.65528,13,0.930041152
88,68,633,1083,19040.65528,13,0.933181473
108,63,653,570,35286.78995,15,0.926430518
74,79,550,1966,35286.78995,10,0.944652206
75,75,566,1712,35286.78995,10,0.944690265
51,72,454,1489,35286.78995,7,0.956816257
97,74,507,1507,35286.78995,17,0.9086629
92,80,656,2046,35286.78995,11,0.938337802
93,77,669,1865,35286.78995,11,0.938976378
86,82,617,1791,35286.78995,12,0.938877043
94,72,691,1764,35286.78995,12,0.94035533
59,76,488,1926,35286.78995,7,0.952610442
93,83,662,1099,35286.78995,12,0.938082557
92,78,691,2083,35286.78995,11,0.941326531
42,63,293,1247,35041.84366,2,0.936459909
40,84,326,1746,35041.84366,3,0.947780679
40,77,310,2036,35041.84366,1,0.949874687
65,90,443,1848,30733.40349,4,0.935707221
34,71,270,7987,30733.40349,0,0.949778434
46,77,298,1811,30733.40349,1,0.936022253
43,78,280,1542,30733.40349,1,0.935532234
39,76,279,1495,30733.40349,0,0.942815249
37,72,288,1720,30733.40349,0,0.949728261
37,72,288,1545,30733.40349,0,0.949728261
55,86,388,776,30733.40349,4,0.937853107
43,72,307,1794,30733.40349,0,0.947496947
55,78,375,1044,30733.40349,4,0.935822637
84,91,533,1660,30733.40349,4,0.931928687
47,76,293,3954,30733.40349,1,0.932664756
103,84,587,337,27407.09329,10,0.917534027
116,78,670,1247,44660.5002,6,0.920055134
138,94,782,656,44660.5002,10,0.91810089
91,81,646,2374,32537.41686,14,0.938430311
93,80,663,676,32537.41686,14,0.93893631
123,95,892,715,32537.41686,23,0.935365213
101,85,750,1147,32537.41686,19,0.939339339
97,86,687,1014,32537.41686,16,0.938334393
112,83,469,686,33390.6679,8,0.89178744
152,57,626,601,15474.29086,10,0.866197183
152,57,626,599,15474.29086,10,0.866197183
63,59,393,583,15474.29086,6,0.920454545
242,123,1574,722,48294.13887,26,0.926376635
242,123,1574,696,48294.13887,26,0.926376635
244,122,1522,2729,48294.13887,18,0.917119565
242,123,1574,1544,48294.13887,26,0.926376635
219,100,1166,888,18022.5886,23,0.910830619
215,101,1276,1575,18022.5886,20,0.917592947
224,98,1170,1550,18022.5886,23,0.908906059
215,96,1268,1029,18022.5886,21,0.917148362
133,93,668,1012,34152.22118,18,0.901917404
141,111,652,710,34152.22118,16,0.901605024
146,101,705,307,34152.22118,18,0.904575163
146,101,705,307,34152.22118,18,0.904575163
149,101,517,211,21773.75122,9,0.848423194
149,67,599,1212,21773.75122,6,0.861395349
149,66,597,1073,21773.75122,6,0.860486891
144,91,624,643,21773.75122,9,0.867889908
137,63,549,1372,21773.75122,7,0.858762887
138,64,566,282,21773.75122,7,0.862
138,64,566,224,21773.75122,7,0.862
138,64,566,224,21773.75122,7,0.862
138,64,566,282,21773.75122,7,0.862
146,93,626,1210,21773.75122,9,0.865685373
146,93,626,628,21773.75122,9,0.865685373
80,84,347,613,14704.12308,7,0.870967742
47,31,198,786,15749.29261,1,0.870523416
70,40,290,1260,15749.29261,3,0.868421053
31,30,163,704,15749.29261,1,0.889679715
90,71,413,813,14314.37103,6,0.883870968
45,65,131,868,20804.24647,3,0.811715481
43,61,115,696,20804.24647,3,0.792270531
172,93,927,3398,34851.63155,23,0.90712743
149,90,763,1029,34851.63155,20,0.901455026
117,101,530,280,27915.81412,7,0.881578947
103,102,486,844,27915.81412,8,0.888768898
145,104,678,542,27915.81412,9,0.886541471
95,99,431,1939,27915.81412,7,0.883863081
135,117,614,704,27915.81412,12,0.883015598
135,109,627,584,27915.81412,9,0.884318766
93,70,366,820,47422.94108,6,0.863836018
65,55,234,468,47422.94108,1,0.842995169
144,88,615,867,47422.94108,7,0.875108413
65,85,205,720,47422.94108,3,0.823848238
104,70,414,731,47422.94108,6,0.866666667
80,66,334,1143,47422.94108,3,0.870759289
27,39,96,1628,47422.94108,1,0.845714286
84,73,344,1316,47422.94108,3,0.867298578
21,35,78,869,47422.94108,0,0.842105263
99,68,402,702,47422.94108,6,0.869565217
3,28,14,1272,47422.94108,0,0.9375
4,28,14,1090,47422.94108,0,0.918367347
3,23,12,1356,47422.94108,0,0.934782609
80,62,523,1666,72929.04225,3,0.923076923
89,61,585,2632,72929.04225,5,0.926385443
147,92,805,1093,34321.39937,10,0.900809717
157,91,856,1539,34321.39937,10,0.903205919
62,59,353,2060,34321.39937,2,0.909489051
86,57,507,380,34321.39937,6,0.910229645
63,62,360,1568,34321.39937,2,0.910511364
86,57,507,1011,34321.39937,6,0.910229645
26,32,178,1033,34321.39937,4,0.919254658
145,86,707,1334,12627.52288,12,0.890730972
224,115,1148,992,20675.0014,13,0.898412698
144,93,727,818,27908.211,9,0.892457058
148,93,738,576,27908.211,10,0.890613452
9,10,76,930,10163.56076,0,0.93129771
82,69,322,1217,10936.29824,5,0.850364964
108,49,420,1698,118938.5837,13,0.905511811
163,83,648,5749,118938.5837,14,0.901212121
155,58,600,2149,118938.5837,8,0.890459364
198,65,776,2662,118938.5837,13,0.898565574
108,49,420,2626,118938.5837,13,0.905511811
158,67,628,1296,118938.5837,12,0.901557632
112,49,434,1093,118938.5837,13,0.905485232
185,83,703,1798,118938.5837,12,0.894646925
131,52,537,3516,118938.5837,11,0.907355021
186,76,692,2431,118938.5837,13,0.893653516
168,71,652,1281,118938.5837,12,0.898428053
188,64,760,2138,118938.5837,13,0.904228222
37,35,114,607,118938.5837,11,0.877483444
153,74,601,829,118938.5837,14,0.901860167
209,112,736,1290,26371.33594,17,0.879608295
99,78,354,841,36724.34332,12,0.884615385
184,108,651,1290,36724.34332,14,0.884494664
175,103,602,1435,36724.34332,16,0.882550336
134,84,463,2072,36724.34332,14,0.884879725
97,74,343,1915,29842.30973,13,0.884386174
52,51,215,1674,29842.30973,4,0.891440501
91,70,333,668,29842.30973,10,0.888343558
100,76,354,1493,29842.30973,12,0.883449883
193,125,605,1001,11445.25174,8,0.844229217
193,125,605,539,11445.25174,8,0.844229217
187,118,556,1431,7103.431285,9,0.83753258
161,126,587,899,10721.63956,8,0.865721435
144,94,471,270,19114.97627,8,0.848580442
159,96,560,1292,19114.97627,9,0.852913969
133,115,458,1348,19114.97627,8,0.861458333
159,96,560,1282,19114.97627,9,0.852913969
159,96,560,1079,19114.97627,9,0.852913969
145,100,559,883,19114.97627,8,0.863336475
176,125,606,2897,19114.97627,9,0.858974359
153,94,575,2457,19114.97627,8,0.861788618
176,125,606,1903,19114.97627,9,0.858974359
161,104,757,1989,17555.13785,10,0.892018779
220,108,1182,3736,18843.2556,18,0.908141962
187,108,992,1592,24944.83827,16,0.910311751
216,85,903,655,19006.12565,16,0.888544892
200,85,860,1590,19006.12565,14,0.891067538
96,75,347,782,60114.13685,13,0.887191539
234,110,993,1575,12993.74105,18,0.892512632
178,112,729,1201,12993.74105,11,0.888888889
224,85,757,1448,42649.78768,13,0.875486381
293,104,1184,1485,42649.78768,20,0.890671642
202,91,698,873,42649.78768,7,0.878605769
292,96,1147,1249,42649.78768,22,0.887735486
169,92,654,3856,42649.78768,10,0.885034014
247,92,846,1577,42649.78768,13,0.877662209
189,93,677,1003,42649.78768,7,0.879310345
160,76,610,1371,42649.78768,6,0.877112135
165,91,641,4504,42649.78768,10,0.885496183
163,99,655,1223,42649.78768,12,0.890456989
153,118,457,12080,18178.5695,11,0.838947368
75,93,252,1525,39876.45671,7,0.857142857
78,95,265,1318,39876.45671,7,0.861946903
84,113,287,858,39876.45671,8,0.858823529
101,111,315,991,39876.45671,8,0.845565749
169,119,519,1337,22178.29836,13,0.846363636
171,128,493,1577,22178.29836,13,0.831527094
175,135,527,1090,22178.29836,12,0.844995571
143,134,420,991,22178.29836,13,0.841463415
110,120,373,660,16017.52461,8,0.859872611
104,124,338,693,17973.59103,7,0.855955679
122,130,362,1385,17973.59103,11,0.837549933
213,72,835,1050,25603.0493,19,0.88830624
118,81,489,1358,19067.69557,14,0.881287726
105,85,425,781,10332.55119,13,0.882286996
117,124,319,1288,38359.04293,7,0.818885449
128,108,483,944,38359.04293,12,0.873891626
127,114,439,236,38359.04293,7,0.861050328
137,110,478,2097,25758.71148,7,0.859487179
150,116,551,925,25758.71148,10,0.867256637
84,82,221,385,31295.34849,4,0.833333333
121,96,320,2354,31295.34849,6,0.83264177
83,82,220,2001,31295.34849,4,0.83266129
87,92,234,2726,31295.34849,5,0.833969466
91,100,242,1363,31295.34849,6,0.832103321
87,74,379,841,8323.291815,9,0.869369369
151,99,690,1644,20626.42224,16,0.879968203
151,92,683,560,20626.42224,17,0.881846635
134,89,624,972,20626.42224,14,0.883275261
212,83,921,878,20626.42224,14,0.88248337
214,70,818,1665,23937.25458,11,0.872391175
113,64,427,1712,23937.25458,4,0.878363832
222,120,947,959,15225.36949,14,0.874788494
89,44,288,1130,22467.27921,2,0.851666667
104,56,371,923,22467.27921,3,0.865806452
103,57,377,1301,22467.27921,3,0.868956743
123,55,430,1017,22467.27921,4,0.862416107
143,45,511,283,23078.81627,9,0.879730866
351,96,1273,1745,21672.99278,14,0.861538462
284,84,960,884,14743.22995,11,0.849176845
354,81,1237,840,14743.22995,14,0.855273917
367,89,1267,2569,14743.22995,14,0.852551225
366,85,1261,1062,14743.22995,14,0.852775543
332,86,1162,778,14743.22995,11,0.855211513
286,85,972,404,14743.22995,11,0.849394418
279,81,937,1244,14743.22995,12,0.851041111
326,79,1127,809,14743.22995,11,0.854658939
360,86,1264,2932,14743.22995,14,0.856172593
346,83,1232,715,14743.22995,14,0.857730263
353,84,1232,1540,14743.22995,13,0.854911632
315,78,1109,924,14743.22995,11,0.85707804
307,83,1150,700,14042.38559,8,0.864279399
229,58,753,1099,33820.49488,6,0.82095387
210,50,673,778,33820.49488,5,0.813664596
229,58,753,1025,33820.49488,6,0.82095387
225,55,721,603,33820.49488,5,0.814662273
217,51,686,715,33820.49488,5,0.811468288
210,47,674,565,33820.49488,5,0.813664596
229,58,753,1093,33820.49488,6,0.82095387
262,103,1075,2237,26697.50493,14,0.872319688
163,116,673,1170,26697.50493,9,0.873250389
116,116,493,339,20008.34877,11,0.874458874
173,117,778,586,20008.34877,13,0.879526462
235,85,966,326,36338.43718,14,0.874264312
249,85,1013,904,36338.43718,13,0.873604061
255,84,1034,890,36338.43718,12,0.873134328
241,97,985,1030,36338.43718,14,0.873490814
238,80,947,753,36338.43718,10,0.870229008
228,85,930,1096,36338.43718,13,0.870967742
252,61,1071,1366,36338.43718,14,0.882626921
275,74,1181,423,36338.43718,13,0.882075472
249,84,1017,750,36338.43718,13,0.874242424
255,73,1114,1541,36338.43718,12,0.882596685
315,111,1137,2037,36338.43718,13,0.862084063
265,74,1137,2979,36338.43718,14,0.880576836
289,118,1096,792,36338.43718,14,0.865955473
300,118,1137,1286,36338.43718,15,0.867021277
249,85,1013,1370,36338.43718,13,0.873604061
250,73,1050,1130,36338.43718,17,0.879634088
272,78,1169,2019,36338.43718,14,0.882097963
302,99,1165,1233,36338.43718,12,0.868409586
92,67,327,781,16360.36538,3,0.828358209
153,72,526,1540,16360.36538,7,0.830939227
123,67,453,836,16360.36538,6,0.841494845
92,64,320,747,16360.36538,3,0.827715356
134,64,476,684,16360.36538,5,0.837378641
89,71,313,821,16360.36538,7,0.830152672
96,64,327,893,16360.36538,6,0.825771325
304,78,971,640,18302.35112,6,0.828539199
289,83,915,218,18302.35112,6,0.829498525
253,100,872,715,18734.86704,6,0.840980515
234,108,1036,778,18734.86704,9,0.88241206
129,77,482,790,18734.86704,6,0.843446602
362,95,1200,719,18734.86704,7,0.840739111
241,107,1033,308,18734.86704,10,0.876410256
394,108,1394,933,18734.86704,15,0.852323838
398,94,1376,778,18734.86704,14,0.849185297
411,110,1418,1026,18734.86704,12,0.848339483
240,100,1250,4040,33136.1241,37,0.898819562
213,105,1100,3773,33136.1241,37,0.898908401
392,120,1913,584,53812.22095,160,0.892866904
392,120,1913,584,53812.22095,160,0.892866904
384,98,1774,2926,53812.22095,94,0.888339634
185,71,839,2694,53812.22095,23,0.887606318
359,101,1625,254,53812.22095,81,0.883592737
377,93,1604,1509,53812.22095,57,0.878543814
376,99,1685,693,53812.22095,77,0.88455634
389,115,1892,1999,53812.22095,158,0.893249177
142,59,649,3352,75810.43776,18,0.895741557
126,86,736,2064,75810.43776,26,0.917539267
121,62,577,810,75810.43776,17,0.9
178,83,903,2154,75810.43776,26,0.904608789
142,59,649,1111,75810.43776,18,0.895741557
172,92,842,860,75810.43776,32,0.892298059
108,77,564,336,75810.43776,16,0.909547739
339,119,1858,6502,49722.93653,191,0.901050788
87,60,355,3359,3443.532098,10,0.866972477
297,111,1694,2378,34163.0791,173,0.903696498
26,18,44,3777,17335.24657,3,0.720430108
89,49,349,206,25847.2077,16,0.862865948
138,70,547,3179,50716.61358,17,0.861584754
117,79,447,4380,50716.61358,19,0.852830189
128,83,528,5138,50716.61358,19,0.862808146
125,96,626,555,17509.8567,13,0.895659432
197,118,836,3126,22618.54494,19,0.885331781
206,107,893,1840,22618.54494,17,0.894467213
183,112,774,1386,22618.54494,15,0.884250474
212,116,871,1317,22618.54494,17,0.883644347
207,107,885,1571,22618.54494,20,0.891052632
212,116,871,1195,22618.54494,17,0.883644347
66,72,262,1438,15187.01226,7,0.868263473
83,90,317,1525,15187.01226,6,0.866344605
60,63,232,693,15187.01226,5,0.866962306
87,101,340,762,15187.01226,9,0.870149254
87,101,340,717,15187.01226,9,0.870149254
91,104,354,1386,15187.01226,9,0.868115942
159,108,693,801,27406.91783,14,0.886993603
131,100,658,343,27406.91783,14,0.895949166
28,25,128,1030,57490.43826,0,0.875
27,29,73,1399,57490.43826,1,0.782258065
153,81,876,2721,57490.43826,7,0.914858097
26,35,81,450,57490.43826,3,0.820689655
5,13,14,1230,57490.43826,1,0.807692308
5,13,14,799,57490.43826,1,0.807692308
27,26,117,1936,42482.92615,0,0.881057269
123,67,714,1053,42482.92615,3,0.911701364
6,16,46,1115,42482.92615,1,0.944954128
46,28,231,731,42482.92615,1,0.901498929
46,28,231,732,42482.92615,1,0.901498929
107,52,570,965,25500.48421,2,0.902903811
6,34,34,2439,25500.48421,2,0.92
265,51,1553,673,49387.2863,117,0.913821138
312,54,2083,3696,52943.28146,205,0.924106057
249,60,1287,1136,52943.28146,65,0.90463424
101,57,674,984,58982.69862,34,0.923773585
101,57,674,820,58982.69862,34,0.923773585
127,61,782,1803,58982.69862,36,0.918275418
255,70,1393,2951,42858.54149,57,0.907340116
206,55,1179,1362,42858.54149,60,0.911245153
279,80,1564,1539,42858.54149,54,0.910433387
179,71,522,2631,31139.66985,19,0.827220077
192,74,546,1295,31139.66985,20,0.822057461
193,72,549,1649,31139.66985,21,0.822773186
266,67,978,3110,31139.66985,25,0.867858917
246,69,890,2260,31139.66985,24,0.863862756
166,72,441,3138,31139.66985,17,0.815350389
179,71,522,1833,31139.66985,19,0.827220077
274,65,1031,1620,31139.66985,28,0.869833729
294,66,1138,1339,31139.66985,28,0.872229465
232,70,811,2320,31139.66985,26,0.859818731
417,94,2027,1514,134994.9088,114,0.897618463
415,94,1932,2346,134994.9088,102,0.894348269
327,69,1724,642,58126.24751,44,0.905845091
364,69,1780,2189,58126.24751,41,0.899696886
340,70,1674,1751,58126.24751,40,0.900497512
350,69,1721,655,58126.24751,46,0.901046084
350,69,1721,628,58126.24751,46,0.901046084
327,69,1724,642,58126.24751,44,0.905845091
331,73,1583,1284,58126.24751,42,0.898153846
354,72,1865,2749,58126.24751,53,0.905473965
336,78,1788,2124,58126.24751,49,0.905644482
245,63,1075,1704,34604.20073,25,0.889390519
296,90,1306,2163,34604.20073,38,0.895221239
240,67,1031,2650,34604.20073,18,0.884057971
238,79,1075,2684,34604.20073,32,0.896611642
346,90,1526,2180,34604.20073,36,0.891126495
335,87,1447,1668,34604.20073,37,0.891198441
335,87,1447,782,34604.20073,37,0.891198441
264,72,1014,6324,29599.69657,22,0.868065967
289,70,1141,1897,29599.69657,25,0.873134328
264,72,1014,876,29599.69657,22,0.868065967
147,66,459,2233,29599.69657,17,0.83575419
61,65,242,429,7783.120137,7,0.871578947
61,65,242,429,7783.120137,7,0.871578947
47,48,112,2010,7783.120137,4,0.814229249
54,31,116,1878,22938.74047,3,0.809187279
20,16,33,1090,22938.74047,3,0.75
78,52,167,2193,22938.74047,5,0.804511278
83,63,190,337,15675.02785,5,0.818777293
69,56,153,581,15675.02785,6,0.816
45,30,91,1272,25285.05023,1,0.82421875
55,26,181,5728,25285.05023,1,0.881974249
40,29,88,1132,25285.05023,1,0.83935743
40,29,88,738,25285.05023,1,0.83935743
5,34,46,1432,41311.48915,3,0.959677419
9,30,73,2378,41311.48915,3,0.949438202
5,33,45,4213,41311.48915,3,0.959016393
217,44,1577,2584,53069.27567,271,0.928665352
234,49,1687,1211,53069.27567,295,0.928940176
101,25,529,763,53069.27567,207,0.904536862
101,25,529,1517,53069.27567,207,0.904536862
208,43,1476,1282,53069.27567,269,0.926914968
97,41,810,892,49970.30897,102,0.939488459
128,51,1061,2376,49970.30897,117,0.938194109
76,38,713,1459,49970.30897,93,0.946778711
258,52,1848,5922,49970.30897,178,0.928393006
231,54,1777,869,49970.30897,153,0.932946299
151,53,386,2247,58872.21116,22,0.796769852
202,61,662,1525,58872.21116,26,0.848120301
106,62,226,733,23451.64962,6,0.79886148
98,48,425,870,35861.47162,12,0.875634518
81,48,350,863,35861.47162,12,0.875766871
196,70,969,345,35861.47162,15,0.89260274
145,59,616,820,17719.77856,7,0.854271357
141,56,612,684,17719.77856,7,0.857431749
148,54,633,1067,17719.77856,6,0.856589147
145,56,627,923,17719.77856,7,0.857843137
148,54,644,1333,17719.77856,7,0.858373206
129,47,509,1833,17719.77856,4,0.843065693
145,56,627,920,17719.77856,7,0.857843137
120,60,604,1300,19597.38675,7,0.893522626
40,32,147,765,19881.79333,3,0.870967742
146,56,694,1306,19881.79333,13,0.888549618
96,38,537,775,19881.79333,6,0.905882353
52,41,261,1638,19881.79333,6,0.896620278
94,37,488,3943,19881.79333,6,0.898815931
91,56,458,2303,35001.36518,3,0.894062864
96,67,489,2189,35001.36518,4,0.890660592
96,67,489,943,35001.36518,4,0.890660592
146,60,662,3250,17838.4388,6,0.8832
235,53,924,1844,17838.4388,10,0.868788386
165,61,737,1650,17838.4388,9,0.880521361
144,57,663,3574,17838.4388,5,0.884707766
223,58,989,2523,17838.4388,8,0.887373737
245,55,965,2563,17838.4388,10,0.868562232
221,57,963,986,17838.4388,8,0.882509304
227,62,925,1725,17838.4388,11,0.870285714
168,66,775,1650,17838.4388,11,0.894736842
169,65,799,2050,17838.4388,11,0.897699758
217,64,925,781,17838.4388,8,0.875715922
207,45,1053,2214,27768.72215,19,0.894279877
230,47,1122,794,27768.72215,22,0.891252955
230,47,1122,1573,27768.72215,22,0.891252955
182,25,822,1418,27768.72215,4,0.878747502
208,42,1021,620,27768.72215,7,0.887628309
230,47,1122,740,27768.72215,22,0.891252955
195,35,879,2229,27812.43798,3,0.879778052
244,43,1093,1563,27812.43798,14,0.878364905
159,23,723,1430,27812.43798,6,0.881343284
252,43,1171,2274,27812.43798,10,0.882845188
146,69,661,1963,37997.64822,13,0.883386581
166,62,766,3162,37997.64822,11,0.890284204
166,70,760,1548,37997.64822,13,0.884961885
154,67,720,3455,37997.64822,11,0.887918486
161,58,730,722,37997.64822,11,0.88949897
222,50,924,1301,24590.48557,10,0.878356164
203,32,800,1144,24590.48557,7,0.871029225
185,31,710,866,24590.48557,5,0.862657758
169,19,775,1573,24590.48557,4,0.881236824
168,41,610,2421,24590.48557,5,0.86011657
220,50,903,1301,24590.48557,10,0.875565611
153,26,650,2517,24590.48557,5,0.873762376
220,52,916,863,24590.48557,10,0.878116343
168,41,610,1096,24590.48557,5,0.86011657
198,30,784,1277,24590.48557,6,0.865214432
213,50,900,1126,24590.48557,10,0.879661017
224,42,875,255,24590.48557,9,0.86869871
195,33,783,3146,24590.48557,8,0.873868047
213,50,900,1126,24590.48557,10,0.879661017
166,19,732,1434,24590.48557,4,0.877941176
195,33,783,1966,24590.48557,8,0.873868047
140,73,579,2740,24355.68359,14,0.873646209
131,67,483,2864,20092.47001,12,0.851305335
136,68,496,4342,20092.47001,12,0.849889625
141,69,576,966,20092.47001,9,0.872166818
125,40,623,2884,46896.40678,12,0.907201188
125,40,623,3598,46896.40678,12,0.907201188
64,52,332,3279,46896.40678,7,0.916990921
125,40,623,1917,46896.40678,12,0.907201188
121,40,574,1822,46896.40678,8,0.90381558
64,52,332,1931,46896.40678,7,0.916990921
125,40,623,1234,46896.40678,12,0.907201188
163,23,750,2237,34426.55575,4,0.88298636
142,26,647,1355,34426.55575,5,0.883606557
166,24,762,2033,34426.55575,12,0.882436261
185,24,857,2033,34426.55575,11,0.881713555
185,41,862,4694,34426.55575,19,0.881105398
149,37,659,5426,9338.249323,18,0.880128721
149,37,659,1943,9338.249323,18,0.880128721
150,39,658,4201,9338.249323,16,0.879032258
170,60,880,4702,53885.90844,25,0.900642899
170,60,880,5333,53885.90844,25,0.900642899
170,60,880,4255,53885.90844,25,0.900642899
170,60,880,1044,53885.90844,25,0.900642899
125,57,582,1416,31939.77031,10,0.902037618
124,72,550,1974,31939.77031,10,0.89588581
23,44,80,2774,39627.51233,1,0.872928177
22,29,78,1974,39627.51233,1,0.876404494
22,43,78,2566,39627.51233,1,0.876404494
112,60,482,842,39627.51233,7,0.854734112
22,29,77,2649,39627.51233,1,0.875706215
22,22,77,2646,39627.51233,1,0.875706215
22,32,78,1458,39627.51233,1,0.876404494
22,22,77,1631,39627.51233,1,0.875706215
22,29,77,1734,39627.51233,1,0.875706215
22,22,77,1670,39627.51233,1,0.875706215
17,44,47,1664,48711.11834,1,0.806818182
18,44,49,1214,48711.11834,1,0.802197802
30,33,144,1279,36692.49498,0,0.89010989
30,32,144,2565,36692.49498,0,0.89010989
48,63,215,705,36692.49498,6,0.887850467
41,65,192,2905,36692.49498,1,0.891246684
41,65,192,1574,36692.49498,1,0.891246684
33,69,142,1908,36692.49498,2,0.87593985
41,65,192,3923,36692.49498,1,0.891246684
36,64,169,2226,36692.49498,1,0.891238671
31,32,141,933,36692.49498,0,0.885185185
167,79,609,1343,26986.96295,9,0.853893263
115,70,326,4198,16218.85574,10,0.801381693
87,40,230,1111,16218.85574,7,0.791866029
105,74,298,4439,16218.85574,9,0.800380228
115,66,369,2357,16218.85574,10,0.837340877
110,66,329,1349,16218.85574,10,0.810996564
105,54,289,952,16218.85574,8,0.805914972
66,61,199,4514,21883.86122,7,0.817679558
92,67,293,1439,21883.86122,4,0.827067669
65,54,194,1219,21883.86122,6,0.816901408
66,60,199,2650,21883.86122,7,0.818181818
69,72,206,2571,21883.86122,8,0.81300813
92,67,293,848,21883.86122,4,0.827067669
39,52,143,1601,19983.21013,7,0.864583333
93,38,496,767,14537.05337,7,0.897689769
235,84,1001,1767,26698.17565,13,0.87804878
249,86,1243,1547,26698.17565,14,0.892161109
240,87,1144,1074,26698.17565,16,0.888216116
207,81,911,741,26698.17565,11,0.880829016
180,81,609,1170,26698.17565,10,0.839285714
252,84,1401,1528,26737.12397,19,0.905156191
245,75,1328,681,23320.92604,20,0.900809717
252,79,1363,481,23320.92604,20,0.901485536
276,87,1565,408,23624.75283,22,0.906090507
182,55,965,962,25722.93911,14,0.903088392
182,70,971,531,3905.885804,8,0.901780896
157,66,855,702,3905.885804,5,0.903325123
80,46,408,1086,3905.885804,3,0.899874844
152,74,863,1322,26266.09208,8,0.907990315
179,71,957,1314,26266.09208,7,0.901810203
144,73,673,537,24113.64599,11,0.886345699
130,73,461,759,24113.64599,8,0.845053635
159,62,773,750,24113.64599,11,0.890041494
130,73,461,747,24113.64599,8,0.845053635
141,77,599,1146,24113.64599,11,0.873542601
130,73,461,1608,24113.64599,8,0.845053635
166,79,715,1221,24113.64599,12,0.878566203
221,71,1213,1914,44202.78123,17,0.902125775
184,67,911,2061,44202.78123,15,0.888552392
117,57,626,824,44202.78123,11,0.898701299
269,95,1322,917,55277.9273,16,0.891967871
237,81,1067,997,55277.9273,13,0.886765409
